post_id,platform,post_date,content_type,category,likes,comments,shares,views,reach,hashtags_count,total_engagement,engagement_rate,post_month,post_day
255,Instagram,2025-12-30,Reel,Food,2580,265,108,58124,51101,2,2953,5.778751883524784,December,Tuesday
256,Facebook,2025-05-21,Video,Travel,2018,132,78,66149,51402,9,2228,4.334461694097506,May,Wednesday
257,Twitter,2025-06-22,Image,Technology,803,112,77,27616,24415,5,992,4.063075977882449,June,Sunday
258,Facebook,2025-01-10,Video,Entertainment,2421,69,164,80655,48635,13,2654,5.456975429217641,January,Friday
259,Facebook,2025-08-16,Image,Fashion,6444,589,78,91695,65754,0,7111,10.81455120601028,August,Saturday
260,Instagram,2025-09-22,Reel,Technology,2838,274,138,55567,42266,4,3250,7.689395731793877,September,Monday
261,Facebook,2025-09-05,Image,Technology,1227,128,108,38099,28711,9,1463,5.095607955139146,September,Friday
262,Twitter,2025-09-04,Reel,Fashion,1942,103,72,76831,53052,5,2117,3.990424489180427,September,Thursday
263,Instagram,2025-06-04,Video,Travel,2235,150,41,62799,41970,14,2426,5.7803192756731,June,Wednesday
264,Facebook,2025-02-03,Video,Technology,6180,801,483,91221,54220,10,7464,13.766137956473626,February,Monday
265,Twitter,2025-05-09,Image,Food,987,44,63,26479,18193,7,1094,6.0133018193810805,May,Friday
266,Facebook,2025-06-09,Image,Fashion,3401,433,208,47172,28630,10,4042,14.118057981138666,June,Monday
267,Facebook,2025-03-30,Video,Entertainment,3144,292,46,56863,45890,14,3482,7.587709740684245,March,Sunday
268,Facebook,2025-04-03,Video,Fitness,1016,120,23,43043,26819,14,1159,4.321563070957158,April,Thursday
269,Instagram,2025-11-23,Reel,Travel,5202,586,343,83569,47675,8,6131,12.85998951232302,November,Sunday
270,Instagram,2025-08-29,Image,Fashion,805,37,23,16408,12196,10,865,7.0924893407674645,August,Friday
271,Twitter,2025-11-19,Reel,Fitness,4068,382,225,58980,44726,2,4675,10.45253320216429,November,Wednesday
272,Twitter,2025-04-27,Text,Fitness,8498,1128,501,83956,71796,1,10127,14.105242631901499,April,Sunday
273,Twitter,2025-04-04,Reel,Entertainment,326,24,11,17351,13046,12,361,2.767131687873678,April,Friday
274,Twitter,2025-06-12,Image,Technology,102,14,9,5131,3442,3,125,3.6316095293434048,June,Thursday
275,Facebook,2025-04-09,Video,Entertainment,3505,276,300,45825,38083,7,4081,10.716067536696164,April,Wednesday
276,Facebook,2025-04-23,Image,Technology,439,16,32,12349,9127,10,487,5.335816807275117,April,Wednesday
277,Twitter,2025-12-25,Image,Technology,1375,97,23,61931,35780,15,1495,4.178311906092789,December,Thursday
278,Facebook,2025-04-01,Text,Fashion,810,116,15,45254,33852,15,941,2.779747134585844,April,Tuesday
279,Facebook,2025-12-12,Image,Fashion,755,46,41,39225,34039,7,842,2.473633185463733,December,Friday
280,Twitter,2025-07-25,Video,Travel,902,119,22,13453,9265,2,1043,11.257420399352402,July,Friday
281,Twitter,2025-01-17,Reel,Technology,433,58,42,19814,12952,3,533,4.115194564546016,January,Friday
282,Instagram,2025-10-01,Reel,Fitness,771,50,18,19263,11561,2,839,7.257157685321339,October,Wednesday
283,Instagram,2025-06-22,Reel,Food,3824,117,206,78694,47452,9,4147,8.739357666694765,June,Sunday
284,Instagram,2025-04-26,Image,Travel,737,84,31,16735,11739,1,852,7.257858420649119,April,Saturday
285,Facebook,2025-12-15,Video,Fashion,289,17,19,16830,12765,3,325,2.54602428515472,December,Monday
286,Instagram,2025-06-30,Video,Entertainment,2780,338,60,48893,28270,5,3178,11.241598868058011,June,Monday
287,Facebook,2025-04-01,Image,Travel,844,65,41,45673,40139,10,950,2.3667754552928573,April,Tuesday
288,Facebook,2025-03-23,Video,Travel,7085,588,246,90462,73662,13,7919,10.75045477994081,March,Sunday
289,Instagram,2025-11-20,Image,Travel,3804,460,341,46066,34794,15,4605,13.235040524228314,November,Thursday
290,Facebook,2025-04-24,Image,Travel,232,16,3,4373,3673,10,251,6.833650966512388,April,Thursday
291,Instagram,2025-09-14,Video,Food,481,37,44,11335,6552,4,562,8.577533577533577,September,Sunday
292,Instagram,2025-02-27,Image,Entertainment,1200,82,101,24741,17736,2,1383,7.797699594046008,February,Thursday
293,Twitter,2025-06-03,Reel,Entertainment,530,35,19,11692,9009,1,584,6.482406482406483,June,Tuesday
294,Instagram,2025-12-31,Reel,Entertainment,4411,389,357,48295,40569,8,5157,12.71167640316498,December,Wednesday
295,Instagram,2025-04-26,Reel,Technology,4196,525,53,46541,38359,14,4774,12.445579916056206,April,Saturday
296,Facebook,2025-12-09,Image,Fitness,1215,81,117,35057,22680,0,1413,6.23015873015873,December,Tuesday
297,Twitter,2025-09-23,Image,Entertainment,4872,429,279,67983,59777,8,5580,9.33469394583201,September,Tuesday
298,Instagram,2025-11-11,Image,Travel,1376,147,51,20583,12216,0,1574,12.884741322855273,November,Tuesday
299,Facebook,2025-07-22,Reel,Travel,2364,130,100,23765,20349,14,2594,12.747555162415845,July,Tuesday
300,Instagram,2025-02-10,Reel,Entertainment,3803,213,60,60287,53645,13,4076,7.598098611240562,February,Monday
301,Instagram,2025-04-15,Image,Entertainment,995,140,98,24906,15242,6,1233,8.089489568298124,April,Tuesday
302,Facebook,2025-07-12,Text,Travel,3308,377,44,86103,69116,5,3729,5.395277504485213,July,Saturday
303,Facebook,2025-10-05,Image,Technology,5273,501,363,80675,45508,6,6137,13.485541003779556,October,Sunday
304,Facebook,2025-12-20,Video,Fashion,1127,117,56,47525,32882,14,1300,3.9535308071285207,December,Saturday
305,Facebook,2025-08-25,Reel,Fashion,2235,53,213,39230,28665,2,2501,8.72492586778301,August,Monday
306,Twitter,2025-08-09,Text,Entertainment,745,74,23,20520,15456,13,842,5.4477225672877845,August,Saturday
307,Facebook,2025-03-09,Reel,Food,3625,312,209,86238,75680,2,4146,5.4783298097251585,March,Sunday
308,Instagram,2025-07-16,Reel,Entertainment,2514,228,134,52934,41568,12,2876,6.918783679753656,July,Wednesday
309,Twitter,2025-09-13,Video,Entertainment,2288,152,167,26566,19086,10,2607,13.659226658283558,September,Saturday
310,Instagram,2025-05-19,Reel,Fashion,1576,48,25,74193,61831,0,1649,2.666947000695444,May,Monday
311,Instagram,2025-11-08,Image,Travel,2139,96,58,31134,27481,3,2293,8.343946726829445,November,Saturday
312,Instagram,2025-05-29,Text,Entertainment,178,25,5,11345,6327,11,208,3.2874980243401297,May,Thursday
313,Instagram,2025-04-09,Video,Travel,1336,97,102,42185,37708,1,1535,4.07075421661186,April,Wednesday
314,Twitter,2025-03-17,Reel,Travel,3485,281,94,93949,54504,9,3860,7.082049023924849,March,Monday
315,Twitter,2025-10-09,Video,Food,4256,114,262,71744,59908,7,4632,7.731855511784737,October,Thursday
316,Facebook,2025-04-19,Reel,Travel,1024,25,30,34455,22330,2,1079,4.832064487236901,April,Saturday
317,Instagram,2025-07-07,Video,Fashion,893,101,78,29018,17302,6,1072,6.195815512657496,July,Monday
318,Instagram,2025-07-18,Reel,Technology,1115,100,105,55219,38871,6,1320,3.3958478042756814,July,Friday
319,Instagram,2025-10-30,Image,Technology,1833,157,103,46991,36436,11,2093,5.744318805576902,October,Thursday
320,Instagram,2025-11-23,Image,Fitness,5947,306,248,74616,50987,8,6501,12.750308902269206,November,Sunday
321,Facebook,2025-06-03,Image,Entertainment,5761,672,178,88438,50329,5,6611,13.135567962804744,June,Tuesday
322,Facebook,2025-02-09,Image,Fashion,426,17,6,10486,7967,0,449,5.635747458265344,February,Sunday
323,Facebook,2025-05-13,Text,Travel,2660,118,90,39862,34514,7,2868,8.309671437677464,May,Tuesday
324,Instagram,2025-05-12,Image,Technology,4544,363,312,59870,40958,0,5219,12.742321402412227,May,Monday
325,Twitter,2025-10-06,Text,Fashion,1131,64,65,87694,54871,2,1260,2.2962949463286617,October,Monday
326,Facebook,2025-12-28,Video,Technology,3195,166,303,44856,31619,10,3664,11.587969258989848,December,Sunday
327,Facebook,2025-03-25,Image,Travel,5667,588,258,87055,49353,4,6513,13.19676615403319,March,Tuesday
328,Facebook,2025-08-30,Reel,Technology,789,82,57,32379,27106,7,928,3.4235962517523797,August,Saturday
329,Instagram,2025-04-26,Reel,Entertainment,1993,253,107,65729,55161,8,2353,4.265694965646018,April,Saturday
330,Instagram,2025-04-19,Video,Entertainment,2577,191,144,29378,22203,14,2912,13.115344773228843,April,Saturday
331,Instagram,2025-08-09,Reel,Fitness,2749,81,93,55353,37285,6,2923,7.839613785704707,August,Saturday
332,Twitter,2025-02-10,Reel,Fitness,906,50,46,50996,42322,15,1002,2.367562969613912,February,Monday
333,Instagram,2025-05-27,Image,Technology,511,75,26,15031,11185,8,612,5.471613768439875,May,Tuesday
334,Instagram,2025-04-22,Text,Fashion,4421,431,325,81072,68025,10,5177,7.610437339213524,April,Tuesday
335,Instagram,2025-04-13,Text,Entertainment,4611,517,436,66982,51643,2,5564,10.77396743024224,April,Sunday
336,Instagram,2025-02-15,Reel,Fashion,2899,60,114,37683,31071,12,3073,9.89025135978887,February,Saturday
337,Twitter,2025-11-20,Image,Fashion,1690,147,23,18618,14140,4,1860,13.154172560113153,November,Thursday
338,Facebook,2025-09-28,Reel,Technology,257,6,14,7587,5272,9,277,5.254172989377845,September,Sunday
339,Facebook,2025-07-14,Image,Fashion,4168,391,245,63790,56472,7,4804,8.506870661566794,July,Monday
340,Instagram,2025-10-07,Image,Entertainment,1761,246,44,32480,24015,11,2051,8.540495523631064,October,Tuesday
341,Facebook,2025-10-10,Image,Travel,4592,669,360,99530,75820,0,5621,7.413611184384067,October,Friday
342,Facebook,2025-02-09,Video,Fitness,498,44,49,21527,13501,7,591,4.3774535219613355,February,Sunday
343,Instagram,2025-07-08,Text,Travel,2224,176,211,24569,18893,6,2611,13.819933308632827,July,Tuesday
344,Instagram,2025-06-13,Reel,Fashion,959,136,26,12151,9114,0,1121,12.29975861312267,June,Friday
345,Instagram,2025-01-24,Reel,Travel,3094,332,274,72094,44315,12,3700,8.349317386889316,January,Friday
346,Facebook,2025-01-24,Video,Entertainment,2759,78,202,60174,34350,12,3039,8.847161572052402,January,Friday
347,Facebook,2025-01-04,Video,Entertainment,1488,119,75,45739,34831,9,1682,4.829031609772903,January,Saturday
348,Instagram,2025-11-19,Video,Fashion,2064,105,121,33954,27750,11,2290,8.252252252252253,November,Wednesday
349,Instagram,2025-10-17,Text,Technology,2382,193,205,36303,26617,9,2780,10.444452793327573,October,Friday
350,Facebook,2025-06-30,Image,Travel,1606,127,85,35700,22468,14,1818,8.091507922378494,June,Monday
351,Facebook,2025-09-05,Text,Technology,8767,838,382,94036,73656,11,9987,13.558976865428479,September,Friday
352,Twitter,2025-04-26,Reel,Technology,3215,213,174,68568,39634,5,3602,9.088156633193723,April,Saturday
353,Facebook,2025-10-06,Video,Food,2727,112,169,67788,47766,0,3008,6.297366327513294,October,Monday
354,Instagram,2025-12-31,Reel,Fashion,4252,363,114,72045,43744,1,4729,10.81062545720556,December,Wednesday
355,Instagram,2025-03-10,Video,Fitness,884,113,80,38842,23870,4,1077,4.511939673229995,March,Monday
356,Facebook,2025-12-17,Text,Entertainment,540,57,38,14900,9249,1,635,6.865607092658665,December,Wednesday
357,Instagram,2025-09-11,Text,Entertainment,3038,194,203,81059,55553,13,3435,6.1832844310838295,September,Thursday
358,Facebook,2025-06-30,Video,Fashion,103,14,1,2881,1636,9,118,7.212713936430318,June,Monday
359,Twitter,2025-11-14,Image,Fitness,2303,319,148,34037,23459,0,2770,11.807834946076133,November,Friday
360,Facebook,2025-06-18,Reel,Entertainment,131,6,2,2630,1917,5,139,7.250912884715702,June,Wednesday
361,Instagram,2025-11-09,Text,Fashion,1557,39,26,21789,15669,15,1622,10.351649754291914,November,Sunday
362,Facebook,2025-09-06,Image,Entertainment,4729,550,271,89059,60914,7,5550,9.111205962504515,September,Saturday
363,Facebook,2025-07-07,Reel,Technology,3864,493,178,84494,71287,7,4535,6.361608708460167,July,Monday
364,Facebook,2025-02-23,Reel,Travel,2861,417,180,47151,28331,12,3458,12.205711058557764,February,Sunday
365,Twitter,2025-11-22,Reel,Travel,1590,215,28,49920,36291,12,1833,5.050839051004381,November,Saturday
366,Instagram,2025-12-23,Image,Entertainment,1655,162,80,68231,39008,15,1897,4.8631050041017225,December,Tuesday
367,Twitter,2025-11-09,Reel,Food,3295,292,84,81357,46772,7,3671,7.848712905156932,November,Sunday
368,Twitter,2025-05-18,Text,Fitness,147,3,14,4262,3200,15,164,5.125,May,Sunday
369,Instagram,2025-06-17,Image,Fitness,1063,55,64,67981,50857,10,1182,2.324163831920876,June,Tuesday
370,Instagram,2025-04-13,Image,Fitness,6034,481,433,82972,71132,15,6948,9.767755721756734,April,Sunday
371,Instagram,2025-03-26,Text,Technology,4053,412,159,76485,57000,5,4624,8.112280701754386,March,Wednesday
372,Instagram,2025-11-13,Image,Fitness,3186,294,59,55722,49365,10,3539,7.169046895573787,November,Thursday
373,Instagram,2025-07-31,Text,Travel,5988,697,585,90499,51316,2,7270,14.167121365655936,July,Thursday
374,Facebook,2025-01-03,Video,Technology,2334,131,83,51818,30277,0,2548,8.41562902533276,January,Friday
375,Instagram,2025-06-28,Image,Fashion,1859,173,89,30932,17489,1,2121,12.127623077362912,June,Saturday
376,Instagram,2025-12-08,Text,Fitness,164,5,11,7901,4857,4,180,3.7059913526868438,December,Monday
377,Twitter,2025-10-30,Video,Fitness,545,40,6,9597,7096,12,591,8.328635851183765,October,Thursday
378,Instagram,2025-11-28,Video,Fashion,5378,632,445,64909,50366,9,6455,12.816185521979111,November,Friday
379,Twitter,2025-02-07,Video,Fitness,3252,358,189,73391,41535,4,3799,9.146502949319851,February,Friday
380,Instagram,2025-08-27,Reel,Fashion,6892,1025,241,85214,75081,9,8158,10.865598486967407,August,Wednesday
381,Instagram,2025-06-18,Image,Technology,447,25,6,9263,7824,13,478,6.1094069529652355,June,Wednesday
382,Facebook,2025-12-09,Video,Travel,1229,104,30,64293,42035,0,1363,3.2425359819198287,December,Tuesday
383,Facebook,2025-11-10,Text,Fashion,1017,63,92,26805,15466,15,1172,7.577912841070736,November,Monday
384,Twitter,2025-11-02,Image,Food,3357,259,240,92679,56484,0,3856,6.826711989235889,November,Sunday
385,Facebook,2025-01-30,Reel,Fashion,816,107,26,12874,7652,14,949,12.401986408782017,January,Thursday
386,Twitter,2025-07-09,Video,Fitness,2477,269,39,94065,55794,8,2785,4.9915761551421305,July,Wednesday
387,Instagram,2025-12-23,Reel,Technology,7459,1004,538,87402,63934,1,9001,14.078581036694091,December,Tuesday
388,Instagram,2025-01-25,Image,Entertainment,1110,51,68,15079,9590,6,1229,12.815432742440041,January,Saturday
389,Twitter,2025-04-22,Text,Technology,1537,205,71,50850,34341,9,1813,5.2794036283160075,April,Tuesday
390,Twitter,2025-07-25,Video,Entertainment,3624,100,154,73779,66130,15,3878,5.864206865265387,July,Friday
391,Twitter,2025-07-04,Image,Fashion,8338,1129,246,96408,76115,3,9713,12.760953819877816,July,Friday
392,Instagram,2025-02-16,Image,Travel,1030,64,72,10018,8837,6,1166,13.194523028176983,February,Sunday
393,Instagram,2025-08-16,Image,Food,1949,118,189,50500,30294,7,2256,7.4470192117250935,August,Saturday
394,Twitter,2025-02-08,Video,Technology,466,40,12,13100,8957,15,518,5.783186334710282,February,Saturday
395,Instagram,2025-01-16,Video,Fitness,3134,445,199,58021,43176,4,3778,8.750231610153788,January,Thursday
396,Twitter,2025-01-22,Reel,Entertainment,1065,27,51,20800,11998,12,1143,9.526587764627438,January,Wednesday
397,Twitter,2025-08-01,Video,Fitness,1681,110,84,64400,35514,11,1875,5.279608041898969,August,Friday
398,Instagram,2025-11-06,Image,Travel,6866,901,225,93446,73322,11,7992,10.899866342980278,November,Thursday
399,Twitter,2025-05-29,Reel,Entertainment,593,42,49,30437,23577,0,684,2.901132459600458,May,Thursday
400,Twitter,2025-08-29,Reel,Technology,1341,61,71,77537,53793,15,1473,2.7382744966817243,August,Friday
401,Instagram,2025-09-29,Image,Fashion,2016,151,118,47675,34391,3,2285,6.6441801634148465,September,Monday
402,Twitter,2025-02-28,Image,Fitness,806,56,30,20942,14563,9,892,6.125111584151617,February,Friday
403,Facebook,2025-10-14,Image,Travel,629,87,16,21862,12207,15,732,5.996559351191939,October,Tuesday
404,Twitter,2025-07-21,Reel,Technology,584,69,10,12669,8455,2,663,7.841513897102306,July,Monday
405,Instagram,2025-02-01,Reel,Technology,1745,149,129,54772,33519,9,2023,6.035382917151466,February,Saturday
406,Twitter,2025-06-11,Video,Technology,387,57,10,16916,9886,14,454,4.59235282217277,June,Wednesday
407,Instagram,2025-09-12,Reel,Technology,535,43,38,11878,10510,11,616,5.861084681255947,September,Friday
408,Instagram,2025-09-11,Reel,Entertainment,355,9,16,3985,3027,4,380,12.553683515031382,September,Thursday
409,Twitter,2025-01-09,Reel,Technology,4865,263,230,98905,79621,9,5358,6.7293804398337125,January,Thursday
410,Instagram,2025-05-19,Text,Fitness,3178,243,165,74648,49295,12,3586,7.274571457551477,May,Monday
411,Instagram,2025-01-10,Image,Travel,2255,91,97,42235,29040,9,2443,8.412534435261708,January,Friday
412,Twitter,2025-08-02,Image,Entertainment,1492,213,28,19931,12614,12,1733,13.738703028381163,August,Saturday
413,Twitter,2025-09-30,Image,Technology,2420,289,91,93876,54817,5,2800,5.107904482186183,September,Tuesday
414,Facebook,2025-11-20,Image,Food,72,3,5,1336,818,1,80,9.7799511002445,November,Thursday
415,Facebook,2025-02-17,Video,Food,3336,322,233,43933,36426,6,3891,10.681930489211004,February,Monday
416,Instagram,2025-04-21,Text,Travel,5458,621,195,85899,67614,12,6274,9.279143372674298,April,Monday
417,Instagram,2025-06-02,Image,Fashion,995,141,51,46536,34502,2,1187,3.440380267810562,June,Monday
418,Instagram,2025-05-03,Image,Fashion,4428,596,121,70504,50500,14,5145,10.188118811881187,May,Saturday
419,Facebook,2025-12-23,Video,Entertainment,1202,104,34,52148,45517,0,1340,2.9439550058220005,December,Tuesday
420,Twitter,2025-04-12,Text,Entertainment,791,95,9,17279,9943,9,895,9.00130745247913,April,Saturday
421,Twitter,2025-08-29,Video,Entertainment,4242,394,384,69665,45157,2,5020,11.11677037890028,August,Friday
422,Twitter,2025-11-17,Video,Fashion,2000,183,57,72386,48678,8,2240,4.60166810468795,November,Monday
423,Instagram,2025-07-10,Image,Food,7476,261,227,87124,71777,9,7964,11.095476266770692,July,Thursday
424,Facebook,2025-08-05,Image,Fashion,1622,59,57,78485,70430,10,1738,2.4676984239670596,August,Tuesday
425,Instagram,2025-02-20,Text,Fitness,4968,441,106,75055,47602,10,5515,11.585647661862946,February,Thursday
426,Facebook,2025-10-19,Text,Technology,5251,288,354,92911,79532,14,5893,7.409596137403812,October,Sunday
427,Instagram,2025-03-22,Image,Entertainment,3497,79,58,99618,83750,5,3634,4.33910447761194,March,Saturday
428,Twitter,2025-03-29,Text,Food,1642,187,36,78273,49204,10,1865,3.790342248597675,March,Saturday
429,Instagram,2025-07-13,Reel,Travel,5383,130,366,67670,46676,5,5879,12.595338075242093,July,Sunday
430,Instagram,2025-04-14,Text,Travel,1464,142,59,77474,53719,3,1665,3.099462015301848,April,Monday
431,Instagram,2025-09-28,Video,Technology,1959,176,144,55028,49105,14,2279,4.641075246919866,September,Sunday
432,Twitter,2025-04-06,Video,Food,3058,446,183,91022,55824,7,3687,6.604686156491832,April,Sunday
433,Facebook,2025-07-17,Video,Fashion,6304,522,208,92632,76857,4,7034,9.15206162093238,July,Thursday
434,Instagram,2025-01-01,Reel,Fashion,3583,101,245,72128,48107,6,3929,8.167210593052985,January,Wednesday
435,Instagram,2025-06-16,Image,Fitness,501,45,10,19108,15397,8,556,3.611093070078587,June,Monday
436,Facebook,2025-05-06,Image,Fitness,1825,236,106,53495,37286,12,2167,5.811832859518318,May,Tuesday
437,Instagram,2025-11-09,Video,Fashion,2766,413,136,83806,63057,12,3315,5.257148294400304,November,Sunday
438,Twitter,2025-03-22,Reel,Travel,3277,248,111,94185,79248,15,3636,4.588128407026045,March,Saturday
439,Facebook,2025-09-08,Image,Entertainment,3939,242,253,77533,64465,13,4434,6.878150934615683,September,Monday
440,Instagram,2025-06-18,Reel,Travel,4460,614,394,57830,49343,15,5468,11.081612386762053,June,Wednesday
441,Instagram,2025-03-14,Text,Fitness,1802,80,180,75640,43180,15,2062,4.775358962482631,March,Friday
442,Twitter,2025-05-21,Image,Technology,2402,240,155,53509,42390,4,2797,6.598254305260674,May,Wednesday
443,Instagram,2025-03-11,Reel,Fashion,2385,173,110,67406,40375,10,2668,6.6080495356037146,March,Tuesday
444,Instagram,2025-09-19,Video,Fitness,7791,197,235,95220,66228,13,8223,12.416198586700489,September,Friday
445,Twitter,2025-12-06,Text,Fitness,3471,226,115,40519,30065,4,3812,12.679195077332448,December,Saturday
446,Twitter,2025-11-04,Image,Entertainment,3500,190,186,50649,34996,13,3876,11.07555149159904,November,Tuesday
447,Twitter,2025-09-02,Reel,Fashion,1148,125,49,35524,25998,3,1322,5.085006538964536,September,Tuesday
448,Twitter,2025-01-03,Reel,Entertainment,2348,336,216,97493,87625,5,2900,3.3095577746077036,January,Friday
449,Instagram,2025-12-03,Text,Fashion,1077,59,46,34885,20837,1,1182,5.672601622114508,December,Wednesday
450,Instagram,2025-03-04,Reel,Entertainment,1665,208,72,45369,35678,2,1945,5.451538763383597,March,Tuesday
451,Twitter,2025-02-18,Video,Travel,4686,127,208,96402,66382,0,5021,7.563797414961887,February,Tuesday
452,Facebook,2025-03-17,Reel,Technology,1847,166,157,31676,18896,1,2170,11.483911939034716,March,Monday
453,Instagram,2025-06-24,Text,Technology,4171,121,286,65093,39417,1,4578,11.614278103356419,June,Tuesday
454,Twitter,2025-04-19,Reel,Fashion,4495,635,293,48764,43021,7,5423,12.60547174635643,April,Saturday
455,Instagram,2025-07-02,Image,Food,2486,297,99,51799,44436,7,2882,6.485732289134935,July,Wednesday
456,Facebook,2025-07-11,Text,Fitness,6188,653,517,80414,69756,1,7358,10.548196570904295,July,Friday
457,Instagram,2025-03-06,Reel,Fitness,4328,550,58,94095,84406,12,4936,5.847925502926332,March,Thursday
458,Facebook,2025-12-03,Reel,Fashion,1191,124,105,73307,45663,13,1420,3.109738738146859,December,Wednesday
459,Instagram,2025-09-28,Image,Entertainment,5050,737,283,83062,56017,5,6070,10.8359962154346,September,Sunday
460,Instagram,2025-04-10,Reel,Food,1586,178,72,96432,75624,14,1836,2.4278006981910507,April,Thursday
461,Instagram,2025-02-01,Video,Travel,1442,202,78,32923,23682,4,1722,7.271345325563719,February,Saturday
462,Facebook,2025-12-18,Reel,Entertainment,2926,255,205,79388,55288,2,3386,6.124294602807119,December,Thursday
463,Facebook,2025-05-08,Image,Entertainment,2930,103,32,48574,32798,4,3065,9.34508201719617,May,Thursday
464,Facebook,2025-12-05,Reel,Fashion,3250,288,287,44391,33640,4,3825,11.37039239001189,December,Friday
465,Twitter,2025-02-12,Text,Fashion,2070,75,103,54664,41077,4,2248,5.472648927623731,February,Wednesday
466,Instagram,2025-03-19,Image,Fitness,4195,407,171,68384,41475,2,4773,11.508137432188065,March,Wednesday
467,Instagram,2025-11-10,Text,Fashion,1131,93,25,32027,22902,14,1249,5.453672168369575,November,Monday
468,Twitter,2025-10-16,Video,Fashion,1752,176,86,36464,27118,2,2014,7.42680138653293,October,Thursday
469,Instagram,2025-09-27,Text,Fashion,2465,52,134,35485,26599,3,2651,9.966540095492311,September,Saturday
470,Twitter,2025-06-11,Reel,Fitness,1138,51,52,20456,12755,6,1241,9.72951783614269,June,Wednesday
471,Instagram,2025-07-08,Reel,Travel,7287,611,517,75795,61378,11,8415,13.710124148717782,July,Tuesday
472,Twitter,2025-09-04,Reel,Travel,868,124,41,36554,20427,11,1033,5.057032359132521,September,Thursday
473,Instagram,2025-08-04,Text,Fashion,2785,194,268,47922,32308,11,3247,10.050142379596384,August,Monday
474,Twitter,2025-11-11,Video,Fitness,960,72,61,14409,11859,13,1093,9.216628720802767,November,Tuesday
475,Facebook,2025-12-05,Video,Travel,5860,661,484,70327,52559,1,7005,13.327879145341425,December,Friday
476,Twitter,2025-06-17,Reel,Entertainment,2111,207,41,92400,59265,9,2359,3.980426896144436,June,Tuesday
477,Instagram,2025-12-05,Reel,Travel,2841,167,129,37639,29856,3,3137,10.507100750267954,December,Friday
478,Facebook,2025-07-12,Reel,Travel,3716,272,149,64627,48378,3,4137,8.551407664640953,July,Saturday
479,Twitter,2025-10-10,Reel,Fitness,3320,160,203,84424,69960,0,3683,5.2644368210405945,October,Friday
480,Facebook,2025-12-02,Video,Entertainment,1126,163,98,20692,16703,15,1387,8.303897503442496,December,Tuesday
481,Facebook,2025-01-13,Reel,Fitness,3669,135,62,90037,68746,9,3866,5.623599918540715,January,Monday
482,Facebook,2025-08-28,Image,Fashion,4485,306,74,79840,57553,15,4865,8.453078032422289,August,Thursday
483,Facebook,2025-11-16,Video,Technology,3586,83,310,55200,32933,7,3979,12.082106094191236,November,Sunday
484,Facebook,2025-05-27,Image,Travel,4641,226,135,94063,60338,0,5002,8.28996652192648,May,Tuesday
485,Facebook,2025-07-23,Video,Technology,3384,411,237,58415,40696,7,4032,9.907607627285236,July,Wednesday
486,Twitter,2025-03-21,Video,Fitness,1041,48,61,19074,14491,6,1150,7.9359602511903935,March,Friday
487,Instagram,2025-02-12,Video,Fitness,303,9,25,16549,12077,8,337,2.790428086445309,February,Wednesday
488,Instagram,2025-03-30,Reel,Fitness,872,71,18,30963,20152,7,961,4.768757443429932,March,Sunday
489,Twitter,2025-05-28,Video,Technology,3533,75,76,92456,51059,15,3684,7.2151824360054055,May,Wednesday
490,Twitter,2025-04-05,Video,Fitness,3595,111,216,97362,70459,4,3922,5.566357739962247,April,Saturday
491,Facebook,2025-05-31,Image,Fashion,1321,165,125,53265,34620,7,1611,4.653379549393414,May,Saturday
492,Facebook,2025-01-02,Video,Fitness,969,116,45,17061,13770,13,1130,8.206245461147423,January,Thursday
493,Instagram,2025-01-22,Image,Food,1728,240,68,59226,33070,14,2036,6.156637435742365,January,Wednesday
494,Instagram,2025-11-09,Image,Technology,1030,135,66,29810,22497,10,1231,5.471840689869761,November,Sunday
495,Facebook,2025-11-24,Reel,Food,3562,387,333,61006,53655,9,4282,7.980616904295965,November,Monday
496,Instagram,2025-01-07,Reel,Fitness,484,12,41,23800,14542,11,537,3.692752028606794,January,Tuesday
497,Facebook,2025-07-25,Reel,Fashion,6167,750,614,76476,54686,15,7531,13.77134915700545,July,Friday
498,Instagram,2025-04-24,Video,Travel,4378,568,52,70460,41007,14,4998,12.188162996561562,April,Thursday
499,Twitter,2025-09-29,Video,Entertainment,4101,508,82,58767,45191,11,4691,10.380385474983957,September,Monday
500,Twitter,2025-03-24,Text,Entertainment,660,56,42,29054,21578,2,758,3.5128371489480026,March,Monday
501,Facebook,2025-06-28,Video,Fitness,5158,259,432,76319,52856,14,5849,11.065914938701377,June,Saturday
502,Facebook,2025-07-29,Video,Fashion,3425,444,122,46397,33984,9,3991,11.74376177024482,July,Tuesday
503,Instagram,2025-11-24,Image,Technology,1189,136,37,14233,12294,6,1362,11.078574914592485,November,Monday
504,Twitter,2025-05-04,Video,Food,1768,260,142,91020,56314,11,2170,3.853393472315943,May,Sunday
505,Facebook,2025-04-23,Video,Food,1227,49,18,26068,14543,3,1294,8.897751495564876,April,Wednesday
506,Instagram,2025-01-12,Video,Food,5877,289,254,66727,56823,4,6420,11.29824190908611,January,Sunday
507,Twitter,2025-05-06,Reel,Technology,5355,254,297,91610,68889,15,5906,8.573211978690356,May,Tuesday
508,Twitter,2025-02-22,Video,Entertainment,5211,641,314,71453,61573,8,6166,10.01412956977896,February,Saturday
